Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
18297490627,"Apr 28, 2026, 7:48:13 PM",Back in Madrid 5k - slowly but surely (Ibiza murdered me),Run,"",1635,4.99,,,false,,,activities/18297490627.gpx,,,1635.0,1635.0,4995.1,10.0,3.055,72.1,76.6,635.4,680.9,18.2,-0.1,,,,,,,,,439.0,,,,,,,,,,,,,,,,0.0,,1.0,5147.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.055,8.3,,,,4378.0,0.0,,,,3.149,,,,,,,,,,,,media/CBC7CE08-BE3D-4539-85E2-4FF80FE3AE55.mp4|media/72F7DE2A-0470-4694-B787-696A3E3C9BF7.jpg|media/93422332-4B20-434C-AD2A-4E87F6236B88.jpg|media/CA1FFE4B-A4B6-4910-B108-ABFF33397415.jpg|media/C423ECAC-CF2A-46F9-B8B3-C3D2947BB330.jpg|media/C92F1726-38A0-41D6-BEE6-F8945E40E26D.jpg|media/6AF3BFFE-9DC4-4F13-A1A8-EDE9BA0E435E.jpg
18248740815,"Apr 25, 2026, 8:49:17 AM",Ibiza island run 🪂,Run,Juan left me halfway,2071,6.46,,,false,,,activities/18248740815.gpx,,,2071.0,1998.0,6468.2,4.86,3.237,44.1,44.3,3.0,48.0,11.8,0.0,,,,,,,,,555.0,,,,,,,,,,,,,,,,0.0,,1.0,6508.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.123,186.9,,,,5130.0,0.0,,,,3.258,,,0.0,0.0,,,,0.0,,,,media/9A0F6F41-A030-4E24-9203-86467124D06B.jpg|media/36EDF428-F437-404D-871F-82C2100E9248.jpg|media/902B6EFE-08E0-4B13-AC74-C2A6E834AC5E.mp4|media/B786C339-AADE-4E22-A14D-393871BC287B.jpg
18223450695,"Apr 23, 2026, 9:49:29 AM",10 miles on the week - Ibiza weekend - my ankles r cooked,Run,Zone 2 for sure I need a watch tho,2491,6.64,,,false,,,activities/18223450695.gpx,,,2491.0,2158.0,6648.1,6.95,3.081,82.0,64.6,633.8,676.0,20.8,0.2,,,,,,,,,583.0,,,,,,,,,,,,,,,,0.0,,1.0,6834.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.669,0.0,,,,5526.0,0.0,,,,3.167,,,0.0,0.0,,,,0.0,,,,media/CAB9CA5B-0D73-45DD-AC8A-4C45D9F81D88.jpg|media/159A787F-2BF2-4F36-AB19-CFF2AE58AE9A.jpg|media/FC8F5C16-A2E1-4282-8A3A-DF1D7245CB50.jpg
18197800097,"Apr 21, 2026, 1:32:52 PM",lil bit of extra movement pre class,Run,"",580,1.71,,,false,,,activities/18197800097.gpx,,,580.0,487.0,1718.1,5.92,3.528,19.0,21.2,664.8,680.0,5.3,-0.1,,,,,,,,,148.0,,,,,,,,,,,,,,,,0.0,,1.0,1738.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.962,0.0,,,,1218.0,0.0,,,,3.57,,,,,,,,,,,,media/3046BB9D-29A2-4B62-A9E8-55E8C05DF8D8.jpg|media/862D9DE6-A1AB-4564-88F7-DFCA75C6EA05.jpg
18197309613,"Apr 21, 2026, 12:36:35 PM",First half - run to the bull fighting arena,Run,"",1548,4.50,,,false,,,activities/18197309613.gpx,,,1548.0,1397.0,4499.4,6.08,3.221,37.7,46.2,666.9,694.6,9.1,-0.2,,,,,,,,,387.0,,,,,,,,,,,,,,,,0.0,,1.0,4533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.907,68.9,,,,3494.0,0.0,,,,3.245,,,,,,,,,,,,media/65E1876C-AE5E-4A34-B83B-5CD640EDD79E.jpg|media/000A7337-CCE9-4961-A2F5-D175D0C4C845.jpg
18182824378,"Apr 20, 2026, 11:29:29 AM",Had time before class,Run,"",449,1.61,,,false,,,activities/18182824378.gpx,,,449.0,449.0,1614.9,5.46,3.597,19.2,26.6,657.1,680.7,10.7,-0.4,,,,,,,,,140.0,,,,,,,,,,,,,,,,0.0,,1.0,1643.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.597,0.0,,,,1238.0,0.0,,,,3.66,,,,,,,,,,,,media/937FD456-190A-4479-888C-F26A165A599B.jpg
18182647296,"Apr 20, 2026, 11:14:34 AM",Midday mile to start the week - it's so nice out,Run,"",459,1.61,,,false,,,activities/18182647296.gpx,,,459.0,459.0,1618.3,5.82,3.526,31.1,18.1,639.1,664.6,26.1,1.1,,,,,,,,,150.0,,,,,,,,,,,,,,,,0.0,,1.0,1756.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.526,0.0,,,,1246.0,0.0,,,,3.827,,,,,,,,,,,,media/4AB4E3E2-E0DB-4594-8E6C-8D6589468846.mp4
18174427356,"Apr 19, 2026, 3:22:43 PM",Amsterdam 5k - pre flight,Run,"",1517,4.99,,,false,,,activities/18174427356.gpx,,,1517.0,1492.0,4997.6,5.44,3.35,7.2,8.7,2.6,6.5,7.8,0.0,,,,,,,,,427.0,,,,,,,,,,,,,,,,0.0,,1.0,5011.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.294,127.9,,,,3962.0,0.0,,,,3.359,,,,,,,,,,,,media/07DB4659-B0C8-47FB-82C4-FC5B06A4792B.jpg|media/0ABF8F7C-8012-44AE-8C05-D740DE0F0DA6.jpg|media/B795DD57-1626-4ED4-B470-1F0B78D53933.jpg|media/7790A92C-6314-4655-95A2-B96E94FF8CC2.jpg|media/6A9C2A35-76B9-4F14-8054-96875C7E45A7.jpg|media/E90F59FA-77BB-4A79-BEEA-C91E5CDFF887.jpg
18135639536,"Apr 16, 2026, 5:57:38 PM",Post run walk,Walk,"",1189,1.63,,,false,,,activities/18135639536.gpx,,,1189.0,1189.0,1637.4,2.48,1.377,31.3,11.0,638.4,660.2,37.1,1.2,,,,,,,,,140.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.377,36.2,,,,2230.0,0.0,,,,,,,,,,,,,,,,media/E6D2A0C0-6E52-46A6-883B-90A54E812B94.jpg|media/943D99A7-1C12-4FD2-B8B2-6891B754CA2A.jpg|media/2783FADF-8623-4B9A-B571-1217E35B2829.jpg|media/F415D7A3-D367-4B42-8094-56B1CDFF1111.jpg
18135178445,"Apr 16, 2026, 5:14:46 PM",Random run #3 - always end back up at the palace,Run,Zone 2 fasho,1971,6.43,,,false,,,activities/18135178445.gpx,,,1971.0,1946.0,6437.5,6.58,3.308,65.4,84.9,632.8,688.0,18.4,-0.3,,,,,,,,,558.0,,,,,,,,,,,,,,,,0.0,,1.0,6547.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.266,0.0,,,,5004.0,0.0,,,,3.364,,,0.0,0.0,,,,0.0,,,,media/BC202144-5130-44B5-AAA0-46266CD326AC.jpg|media/30B0EEF5-3767-4354-84A0-6DF655E0CA06.jpg|media/2EB246B0-9375-4990-A3D7-D0068FFB9E9D.jpg|media/7EA3320C-98E6-4C98-BB8C-42E484F966F5.jpg|media/D642F60C-7D07-4F7E-8C6C-E9AD7F4C796E.jpg
18116444840,"Apr 15, 2026, 9:57:51 AM",Walk,Walk,"",2776,3.93,,,false,,,activities/18116444840.gpx,,,2776.0,2655.0,3930.4,8.02,1.48,34.1,59.3,639.1,679.9,30.7,-0.6,,,,,,,,,335.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.416,68.9,,,,5224.0,0.0,,,,,,,,,,,,,,,,media/C378958B-A4AB-4A88-AEBF-F5CDE9086F0D.jpg
18108171870,"Apr 14, 2026, 5:08:52 PM",Random run #2 - zone 2 movement - lower back tweaked a lil,Run,"",2738,8.17,,,false,,,activities/18108171870.gpx,,,2738.0,2714.0,8169.7,5.72,3.01,107.2,82.2,628.8,670.7,19.6,0.3,,,,,,,,,718.0,,,,,,,,,,,,,,,,0.0,,1.0,8414.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.984,7.0,,,,6978.0,0.0,,,,3.1,,,,,,,,,,,,media/9E41539D-EFC4-4E04-82B1-4C6C8899B134.jpg|media/2E68868C-2075-47DB-A020-C4B1A29662C9.jpg|media/331C4800-413F-4F90-BE51-CEF64F6FAABF.jpg|media/7CA0B467-7AEF-4020-8AE3-81144D6374A0.jpg|media/726A92E4-BC0E-49C2-98FF-61EDC1554D7F.jpg
18093928887,"Apr 13, 2026, 5:13:53 PM",Quick shakeout mile - legs r so tired and dead,Run,"",493,1.64,,,false,,,activities/18093928887.gpx,,,493.0,487.0,1641.4,5.21,3.37,35.4,27.8,639.1,664.9,24.5,0.6,,,,,,,,,149.0,,,,,,,,,,,,,,,,0.0,,1.0,1749.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.329,0.0,,,,1282.0,0.0,,,,3.593,,,0.0,0.0,,,,0.0,,,,media/68208D8D-33DE-4041-B607-FA184E9BDC46.jpg
18083315988,"Apr 12, 2026, 4:56:15 PM",Idk where I even ran today - zone 2 - Prague was tuff,Run,"",2656,8.42,,,false,,,activities/18083315988.gpx,,,2656.0,2631.0,8420.0,7.92,3.2,109.4,121.4,634.2,669.9,13.5,-0.1,,,,,,,,,732.0,,,,,,,,,,,,,,,,0.0,,1.0,8584.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,649.5,,,,6594.0,0.0,,,,3.263,,,,,,,,,,,,media/2B444055-08CC-4F7C-A339-00BF7D55F200.jpg|media/B4C5CF1E-54CE-49A3-8E58-C58581391143.jpg|media/12C8676E-AC97-4CD8-A5FA-EB99944105C3.jpg|media/0551BEC5-948C-4198-83AC-949EB54E9AAA.jpg|media/A4BD89C5-A08B-4BAC-AD97-DF766706E30F.jpg|media/C14D33D9-ED15-4767-B48B-25A043638528.jpg|media/977C53DF-21FF-4BD0-9F89-C0DA02F8ADFD.jpg|media/7A725FC8-9E92-431B-AA7E-5898AA031B15.jpg|media/09D2321F-CBCF-41EE-B08B-D50F61CC7803.jpg
18062662759,"Apr 11, 2026, 8:46:39 AM",Run back from gym - Prague,Run,"",566,2.05,,,false,,,activities/18062662759.gpx,,,566.0,566.0,2056.3,6.04,3.633,4.8,15.9,198.1,210.1,3.3,-0.5,,,,,,,,,174.0,,,,,,,,,,,,,,,,0.0,,1.0,2038.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.633,0.0,,,,1400.0,0.0,,,,3.602,,,,,,,,,,,,media/150EE8DC-A2A5-455E-AF89-1BAF0AFE2577.jpg
18061979618,"Apr 11, 2026, 7:44:15 AM",Morning run in Prague to gym - it's freezing lol,Run,"",480,1.66,,,false,,,activities/18061979618.gpx,,,480.0,480.0,1659.6,5.68,3.458,16.5,5.3,198.0,215.1,4.4,0.7,,,,,,,,,144.0,,,,,,,,,,,,,,,,0.0,,1.0,1691.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.458,0.0,,,,1202.0,0.0,,,,3.525,,,,,,,,,,,,media/316395A5-3306-4E78-84E4-E412841519ED.jpg
18015852211,"Apr 7, 2026, 4:39:58 PM",Ima miss these runs,Run,"",1544,5.00,,,false,,,activities/18015852211.gpx,,,1544.0,1529.0,5001.5,7.88,3.271,76.3,60.9,635.0,674.2,16.8,0.3,,,,,,,,,442.0,,,,,,,,,,,,,,,,0.0,,1.0,5189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.239,0.0,,,,3928.0,0.0,,,,3.479,,,,,,,,,,,,media/9CFFC6A8-B248-429B-881A-DF4667D4E26E.jpg
18003339722,"Apr 6, 2026, 5:41:47 PM",35 k steps today - cooldown movement,Run,"",483,1.61,,,false,,,activities/18003339722.gpx,,,483.0,472.0,1613.7,5.72,3.419,22.9,12.7,655.3,678.6,6.1,0.3,,,,,,,,,142.0,,,,,,,,,,,,,,,,0.0,,1.0,1661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.341,0.0,,,,1216.0,0.0,,,,3.519,,,,,,,,,,,,""
17986166718,"Apr 5, 2026, 10:53:11 AM",The slow runs do work - I love Madrid,Run,"",1343,4.99,,,false,,,activities/17986166718.gpx,,,1343.0,1343.0,4993.0,7.88,3.718,57.6,68.9,636.1,675.8,15.9,-0.3,,,,,,,,,435.0,,,,,,,,,,,,,,,,0.0,,1.0,5101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.718,0.0,,,,3550.0,0.0,,,,3.798,,,,,,,,,,,,media/4550121C-6A46-4C3A-A40F-9D084C1FD79F.jpg|media/AECECA93-9BAD-4028-B154-ED2091499CD1.jpg
17959690905,"Apr 3, 2026, 9:13:35 AM",5 miles w Juan in Rome - ran 3 to a keyhole just for the line to be 300 people long,Run,"",3129,8.06,,,false,,,activities/17959690905.gpx,,,3129.0,2602.0,8062.9,5.66,3.099,43.7,43.6,13.9,52.6,26.5,0.0,,,,,,,,,702.0,,,,,,,,,,,,,,,,0.0,,1.0,8231.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.577,44.5,,,,6298.0,0.0,,,,3.164,,,,,,,,,,,,media/3DF259A6-6B82-40E7-B7F1-CFD1468F268C.jpg|media/952A7A9F-306A-4305-8D77-48B77C96CAEC.jpg|media/FEE2BE8F-D411-4250-9B0D-6C2C7502630A.jpg|media/89E649AF-DB97-445D-B805-2BB836C8E876.jpg|media/AD8EF665-1761-4D69-9855-E19BF39DF6E4.mp4|media/EF31215C-CF6B-4670-8026-2417089AF575.jpg|media/8FC9A508-6672-4668-A3A4-1EEB0B660B2E.jpg
17922617369,"Mar 31, 2026, 10:00:21 AM",Hill run Florence,Run,"",984,3.21,,,false,,,activities/17922617369.gpx,,,984.0,984.0,3218.8,5.6,3.271,55.1,13.2,51.2,101.1,16.3,1.4,,,,,,,,,295.0,,,,,,,,,,,,,,,,0.0,,1.0,3462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.271,0.0,,,,2490.0,0.0,,,,3.518,,,0.0,0.0,,,,0.0,,,,media/D4142CA6-4F62-497A-949B-7AE4628D55DE.jpg|media/C372E870-B42C-4F52-A0A1-CE66C6BCA208.jpg|media/F36AFD7D-EB04-4BB8-A27E-9628D0330EA6.mp4|media/24A7B1C4-2E26-4BB3-9BD9-5D7B2C959FFB.jpg
17909929390,"Mar 30, 2026, 9:10:27 AM",First run in Florence - this place is crazy,Run,I need a sandwich from this place,1865,6.44,,,false,,,activities/17909929390.gpx,,,1865.0,1839.0,6439.3,11.26,3.502,20.2,18.9,49.0,57.8,12.6,0.0,,,,,,,,,552.0,,,,,,,,,,,,,,,,0.0,,1.0,6472.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.453,7.7,,,,4482.0,0.0,,,,3.52,,,,,,,,,,,,media/B2BBEC36-0D52-4282-AB9A-22F2B9ABC6D6.jpg|media/440B60D1-1319-4EC3-A690-ABABE96A9424.jpg|media/928D138F-ADD7-4585-88AB-8EEF03902432.jpg|media/9E3F62F4-4491-4F97-9288-BB8079A8085F.jpg
17884900825,"Mar 28, 2026, 8:21:46 AM",Nice run in nice w Juan,Run,"",2170,6.54,,,false,,,activities/17884900825.gpx,,,2170.0,2164.0,6540.0,6.02,3.022,18.6,21.6,7.8,16.5,13.4,0.0,,,,,,,,,559.0,,,,,,,,,,,,,,,,0.0,,1.0,6561.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.014,0.0,,,,5594.0,0.0,,,,3.032,,,,,,,,,,,,media/2CB87346-8EFF-45FA-9976-E26D7A89AC1C.jpg|media/A907ECCF-8560-44AD-8A36-76B9B7025C4F.jpg|media/83AB0A2F-BC38-4CDD-96CF-B5D9E63DE398.jpg|media/04703F23-FF80-413C-8A71-BAAE9ADF568B.mp4
17865875846,"Mar 26, 2026, 2:09:27 PM",Nice week w the parents - onto Italy spring break,Run,"",960,3.29,,,false,,,activities/17865875846.gpx,,,960.0,957.0,3291.3,6.04,3.439,46.2,42.3,636.1,665.4,23.5,0.1,,,,,,,,,293.0,,,,,,,,,,,,,,,,0.0,,1.0,3440.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.428,20.2,,,,2434.0,0.0,,,,3.595,,,,,,,,,,,,media/3FAA8ECD-CF84-4F18-BAED-2506A68BFE54.jpg|media/001EE161-E630-4E93-B3F2-01629B093258.jpg|media/40538F58-E07C-4993-8503-5F0FDF85ED67.jpg|media/E6FA2625-E16D-4B19-A877-B1EE1268749C.jpg|media/5D46072C-F0DC-423A-8B72-74ECBC2F237A.jpg
17820653667,"Mar 22, 2026, 6:25:59 PM",5 miler in Paris - top 3 city so far,Run,"",2437,8.04,,,false,,,activities/17820653667.gpx,,,2437.0,2282.0,8048.1,6.48,3.527,15.0,14.4,41.0,47.6,5.2,0.0,,,,,,,,,688.0,,,,,,,,,,,,,,,,0.0,,1.0,8066.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.302,0.0,,,,5894.0,0.0,,,,3.535,,,,,,,,,,,,media/47136FD3-05A0-41B2-8C3E-CC9A272AB21C.jpg|media/80F966EC-1E1E-459D-8FCC-12FAA725BE22.mp4|media/E7D97816-913F-4682-B1AA-A3E75C9D6371.jpg|media/961F8CB3-6984-4F12-85BB-D70FA8E43607.jpg|media/8C24997A-2773-4891-8256-2456BFFD76C0.jpg|media/E29E194A-F36B-42A4-A122-FADFEDD1A151.jpg|media/F26529FB-11B3-445F-B9EE-A2C5D7026FE5.jpg|media/0D21A362-3739-4521-A39B-B390B7F5A067.jpg
17814419121,"Mar 22, 2026, 10:52:44 AM",Gardens of Versailles - forgot to record the first half of this absolute complex,Walk,"",3086,4.05,,,false,,,activities/17814419121.gpx,,,3086.0,2772.0,4054.4,3.92,1.463,49.0,18.2,110.8,141.6,14.3,0.7,,,,,,,,,346.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.314,3681.6,,,,5294.0,0.0,,,,,,,,,,,,,,,,media/B5A103DD-FB56-46FE-907D-43DACA74FEEB.jpg|media/3F4C86F6-0565-4878-8D27-369F3DB740A3.jpg|media/8805F7EB-BB80-42F2-AE1C-2B3989B2DBD5.jpg|media/AEB03CFD-9482-4FD5-BFAF-0226AFC4853C.jpg
17783986431,"Mar 19, 2026, 8:10:32 PM",Legs r merked - pre Paris grub,Run,"",1904,6.44,,,false,,,activities/17783986431.gpx,,,1904.0,1904.0,6442.8,7.4,3.384,63.6,71.4,639.7,697.1,26.9,-0.1,,,,,,,,,560.0,,,,,,,,,,,,,,,,0.0,,1.0,6571.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.384,0.0,,,,5104.0,0.0,,,,3.452,,,,,,,,,,,,media/46438EFA-C7BC-45CC-BC3D-0AA6DC286D6E.jpg
17758279136,"Mar 17, 2026, 7:03:48 PM",Really pushed on that second mile,Run,"",878,3.22,,,false,,,activities/17758279136.gpx,,,878.0,875.0,3224.1,5.7,3.685,36.8,34.7,635.9,652.9,30.2,0.0,,,,,,,,,284.0,,,,,,,,,7.0,,,,,0.0,27.0,0.0,,1.0,3329.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.672,0.0,,,,2352.0,0.0,,,,3.806,,,0.0,0.0,,,,0.0,,,,media/9A24ECC4-25F1-46FF-A511-619A8CC10386.jpg
17745251281,"Mar 16, 2026, 6:10:22 PM",Plank run club lolz,Run,"",1653,4.84,,,false,,,activities/17745251281.gpx,,,1653.0,1653.0,4841.6,4.18,2.929,0.0,2.7,698.3,701.1,2.7,0.0,,,,,,,,,413.0,,,,,,,,,,,,,,,,0.0,,1.0,4844.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.929,602.1,,,,4504.0,0.0,,,,2.931,,,,,,,,,,,,""
17741966204,"Mar 16, 2026, 12:37:34 PM",Before class walk,Walk,"",2441,3.44,,,false,,,activities/17741966204.gpx,,,2441.0,2069.0,3447.4,13.28,1.666,43.2,24.4,662.4,690.2,18.4,0.5,,,,,,,,,294.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.412,0.0,,,,4112.0,0.0,,,,,,,,,,,,,,,,""
17696543008,"Mar 12, 2026, 12:23:00 PM",Pre Dublin slow shakeout run - my legs r so dead but needed it - The people of Madrid are outside,Run,Feels super easy - think I'm in zone 2 not breathing heavy at all,2171,6.43,,,false,,,activities/17696543008.gpx,,,2171.0,2103.0,6438.1,11.16,3.061,76.4,77.8,634.4,674.9,20.0,0.0,,,,,,,,,561.0,,,,,,,,,,,,,,,,0.0,,1.0,6578.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.965,45.4,,,,5488.0,0.0,,,,3.128,,,,,,,,,,,,media/AD709BA1-7CD8-4E3D-9B04-44455171640D.jpg|media/6F9BFB30-AF7E-4639-8C71-24A9CC5253A6.jpg|media/4E21AE8E-7CAF-49DB-B299-2CA04D169D1D.jpg
17672814342,"Mar 10, 2026, 1:18:03 PM",Food poisoning in Barc murdered me - finally back - 10k easy pace (hopefully zone 2-3 I need a garmin),Run,"",3457,9.97,,,false,,,activities/17672814342.gpx,,,3457.0,3085.0,9978.6,12.853,3.235,134.4,121.8,633.6,681.0,19.2,0.1,,,,,,,,,875.0,,,,,,,,,,,,,,,,0.0,,1.0,10256.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.886,97.9,,,,7812.0,0.0,,,,3.325,,,0.0,0.0,,,,0.0,,,,media/78A4C864-ED8D-486B-A284-95738639CA9A.jpg|media/6FE03E83-E95C-4328-BB82-07DB4FC06AA6.jpg|media/25C78EF4-817B-4BD1-9024-E123173A14BF.jpg|media/328B5806-2746-481F-B363-A03A4C1A58A8.jpg|media/46116F50-B3ED-4F49-B8B3-7DB830258C09.jpg|media/8CC8F8C0-B190-4767-9FE3-1E438D3AC97B.jpg
17611751725,"Mar 5, 2026, 11:24:56 AM",Post legs pre Barcelona shakeout run - control,Run,"",811,2.49,,,false,,,activities/17611751725.gpx,,,811.0,784.0,2496.7,11.22,3.185,27.9,32.2,639.6,675.8,14.5,-0.4,,,,,,,,,217.0,,,,,,,,,,,,,,,,0.0,,1.0,2544.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.079,0.0,,,,1936.0,0.0,,,,3.245,,,,,,,,,,,,media/B592D124-4695-42C3-BC0D-950DDF832C7C.jpg|media/50AF676E-BAAF-4910-AA7F-BA140BFE7963.jpg
17588124307,"Mar 3, 2026, 1:19:12 PM",Midday movement - hopefully zone 2 lol,Run,"",2114,6.52,,,false,,,activities/17588124307.gpx,,,2114.0,1948.0,6525.0,7.18,3.35,84.2,81.3,634.2,681.0,17.7,0.0,,,,,,,,,571.0,,,,,,,,,,,,,,,,0.0,,1.0,6699.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.087,112.5,,,,4820.0,0.0,,,,3.439,,,,,,,,,,,,media/AE74475B-1665-48A4-8B18-6E409F82F783.jpg|media/56D95E16-0CBE-4B6F-925B-7C244F6CFE0E.jpg
17579149265,"Mar 2, 2026, 6:21:24 PM",Quick run,Run,"",1525,3.86,,,false,,,activities/17579149265.gpx,,,1525.0,1148.0,3867.9,7.5,3.369,50.2,40.0,639.4,665.9,23.4,0.3,,,,,,,,,340.0,,,,,,,,,,,,,,,,0.0,,1.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.536,206.9,,,,3096.0,0.0,,,,3.47,,,,,,,,,,,,media/01551677-1129-4BE3-8A30-4398ADD874A4.jpg|media/A5ED98AE-623E-4E42-AB0C-126C920C6380.jpg
17575411963,"Mar 2, 2026, 11:50:10 AM",Never walked on this thing,Walk,"",4291,6.48,,,false,,,activities/17575411963.gpx,,,4291.0,4145.0,6482.7,6.687,1.564,63.7,74.1,647.1,680.6,15.4,-0.2,,,,,,,,,553.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.511,847.5,,,,8248.0,0.0,,,,,,,,,,,,,,,,media/F2E95A1E-AE9D-4333-8223-9AC7EE36D212.jpg|media/E86D1959-7119-4868-A5A8-272947E01119.jpg
17570305150,"Mar 1, 2026, 9:14:10 PM",Post Morocco run - ode tired and too much sitting. Needed to get my legs going a bit,Run,"",1998,6.58,,,false,,,activities/17570305150.gpx,,,1998.0,1998.0,6582.7,5.94,3.295,80.9,79.9,634.0,676.0,15.5,0.0,,,,,,,,,576.0,,,,,,,,,,,,,,,,0.0,,1.0,6755.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.295,272.3,,,,5266.0,0.0,,,,3.381,,,,,,,,,,,,media/9F43CBD8-9C4E-42C7-856A-575F87567AD3.jpg|media/B0563F37-01D4-495B-8C97-CAA79EF94967.jpg|media/D6FAA824-A95C-4AC0-9F1F-6CF101C4A05A.jpg|media/DB9A7F27-6B68-4DCE-AD51-B8AAC5445995.jpg
17517045928,"Feb 25, 2026, 11:52:53 AM",Back hurting - 4 day rest incoming while in Morocco (4 miler on Sunday 👀),Run,"",1169,3.22,,,false,,,activities/17517045928.gpx,,,1169.0,882.0,3223.8,15.923,3.655,20.4,54.5,639.7,673.9,18.1,-1.0,,,,,,,,,274.0,,,,,,,,,,,,,,,,0.0,,1.0,3213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.758,360.6,,,,2250.0,0.0,,,,3.643,,,,,,,,,,,,media/ADEB8A1F-5AC0-4EAA-83B6-53F25323D625.jpg|media/AFA95510-C7EB-4798-862D-598161D48377.jpg|media/E842A6C2-4F06-48FB-B63C-233F967053F4.mp4|media/82B517AB-7CFD-4A5E-98B0-B24EC153732B.jpg
17510179357,"Feb 24, 2026, 7:46:32 PM",Post legs - feeling good,Run,"",934,3.22,,,false,,,activities/17510179357.gpx,,,934.0,900.0,3228.1,8.36,3.587,28.1,46.2,639.7,675.8,45.0,-0.6,,,,,,,,,277.0,,,,,,,,,,,,,,,,0.0,,1.0,3246.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.456,0.0,,,,2338.0,0.0,,,,3.607,,,,,,,,,,,,media/3366A307-BC54-4344-A704-A3A1D62DDD0A.jpg|media/51F1925C-3B1B-41A9-A53F-81E975E3FAA9.jpg|media/9CC6D858-A809-4310-A3BC-13B05D96A8A9.jpg
